,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
173990,301630,0,Cash loans,F,Y,N,1,112500.0,679500.0,22212.0,679500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221,-10945,-1085,-844.0,-3611,2.0,1,1,0,1,0,0,Accountants,3.0,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6525643601543116,0.7060064653948199,0.6706517530862718,0.1979,0.1324,0.9796,0.7212,0.0,0.24,0.2069,0.3333,0.375,0.0,0.0,0.1893,0.0,0.1047,0.2017,0.1374,0.9796,0.7321,0.0,0.2417,0.2069,0.3333,0.375,0.0,0.0,0.1972,0.0,0.1109,0.1999,0.1324,0.9796,0.7249,0.0,0.24,0.2069,0.3333,0.375,0.0,0.0,0.1927,0.0,0.1069,reg oper account,block of flats,0.1851,"Stone, brick",No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
246384,385171,0,Cash loans,F,N,Y,0,225000.0,819432.0,24088.5,684000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.018801,-22736,-5981,-3702.0,-1252,,1,1,0,1,1,0,Managers,1.0,2,2,MONDAY,12,0,0,0,0,0,0,School,,0.6455836056691096,0.7801436381572275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2245.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
71611,183041,0,Cash loans,M,N,Y,0,157500.0,239850.0,24705.0,225000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-24085,365243,-5607.0,-2904,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.3851357468181984,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
3150,103684,0,Cash loans,F,N,Y,0,90000.0,450000.0,23139.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001417,-19652,-2880,-1241.0,-3205,,1,1,0,1,0,0,Sales staff,2.0,2,2,SUNDAY,11,0,0,0,1,1,0,Self-employed,,0.6928555687895833,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
50147,158058,1,Cash loans,F,Y,N,0,135000.0,521280.0,35392.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-15301,-4415,-4726.0,-3729,0.0,1,1,1,1,0,0,,2.0,3,3,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.7849638946966557,0.4711686931762708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1831.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6952,108098,0,Cash loans,F,N,Y,0,135000.0,779688.0,36261.0,630000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.022625,-21314,365243,-7705.0,-4831,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.5562263793304266,0.6316763652160828,0.7062051096536562,0.0412,0.0109,0.9737,0.6396,0.0086,0.0,0.069,0.1667,0.2083,0.0352,0.0336,0.0301,0.0,0.0031,0.042,0.0114,0.9737,0.6537,0.0087,0.0,0.069,0.1667,0.2083,0.036,0.0367,0.0314,0.0,0.0032,0.0416,0.0109,0.9737,0.6444,0.0087,0.0,0.069,0.1667,0.2083,0.0359,0.0342,0.0307,0.0,0.0031,reg oper account,block of flats,0.0291,"Stone, brick",No,0.0,0.0,0.0,0.0,-1686.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
240464,378494,0,Cash loans,F,N,Y,0,112500.0,265851.0,12919.5,229500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.009175,-20249,365243,-391.0,-3789,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,,0.4122627636272433,0.434733248750173,0.0943,0.0451,0.9935,0.966,0.0223,0.07,0.1121,0.3229,0.4167,0.0306,0.0735,0.0858,0.0077,0.0474,0.0672,0.0,0.9896,0.9673,0.0217,0.0806,0.069,0.375,0.4167,0.0278,0.0744,0.0652,0.0078,0.0446,0.0932,0.0383,0.9935,0.9665,0.0225,0.08,0.0862,0.375,0.4167,0.0312,0.0748,0.0776,0.0078,0.0484,reg oper spec account,block of flats,0.0492,"Stone, brick",No,1.0,0.0,1.0,0.0,-326.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
144335,267359,0,Cash loans,F,N,N,0,180000.0,387000.0,40765.5,387000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-21243,-2712,-3811.0,-3930,,1,1,0,1,0,0,Accountants,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Transport: type 4,,0.5400429576759044,,0.0196,0.0296,0.9717,,,0.0,0.069,0.0833,,0.0326,,0.0192,,0.0061,0.02,0.0308,0.9717,,,0.0,0.069,0.0833,,0.0333,,0.0201,,0.0064,0.0198,0.0296,0.9717,,,0.0,0.069,0.0833,,0.0331,,0.0196,,0.0062,,block of flats,0.0165,"Stone, brick",No,3.0,1.0,3.0,1.0,-295.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
46658,154048,0,Revolving loans,F,N,Y,0,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-14712,-3639,-1666.0,-4757,,1,1,0,1,0,0,Accountants,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 9,,0.718101805598263,0.2764406945454034,0.0722,0.0614,0.9796,0.7212,0.0076,0.0,0.1379,0.1667,0.2083,0.0212,0.0588,0.0648,0.0,0.0,0.0735,0.0638,0.9796,0.7321,0.0077,0.0,0.1379,0.1667,0.2083,0.0217,0.0643,0.0675,0.0,0.0,0.0729,0.0614,0.9796,0.7249,0.0076,0.0,0.1379,0.1667,0.2083,0.0216,0.0599,0.066,0.0,0.0,reg oper account,block of flats,0.0551,"Stone, brick",No,0.0,0.0,0.0,0.0,-330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
20859,124308,0,Cash loans,M,Y,Y,0,225000.0,1291500.0,37759.5,1291500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-13509,-2973,-3759.0,-4283,28.0,1,1,0,1,0,0,Sales staff,2.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3100368897692277,0.6207076596975748,0.511891801533151,0.1959,0.1856,0.9901,0.8096,,0.16,0.1379,0.375,,0.1375,0.2185,0.2051,0.0039,0.0147,0.1261,0.1926,0.9861,0.8171,,0.1208,0.1034,0.375,,0.1406,0.2388,0.1429,0.0039,0.0006,0.1978,0.1856,0.9901,0.8121,,0.16,0.1379,0.375,,0.1399,0.2223,0.2088,0.0039,0.015,org spec account,block of flats,0.2518,"Stone, brick",No,2.0,0.0,2.0,0.0,-2692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
237579,375185,0,Cash loans,F,N,Y,0,247500.0,968377.5,49572.0,850500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005313,-17126,365243,-6463.0,-673,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,11,0,0,0,1,0,0,XNA,,0.4685541236381487,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
1048,101217,0,Cash loans,F,N,Y,0,126000.0,552555.0,18391.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.025164,-20475,-3713,-6300.0,-4031,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.4201262789303637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
231581,368235,0,Cash loans,M,Y,Y,0,360000.0,1113840.0,47191.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008625,-16541,-5990,-5925.0,-97,21.0,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Electricity,,0.6502527318118689,0.1082263226697141,,,0.9826,,,0.2,0.1724,0.3333,,,,0.1887,,,,,0.9826,,,0.2014,0.1724,0.3333,,,,0.1966,,,,,0.9826,,,0.2,0.1724,0.3333,,,,0.1921,,,,block of flats,0.1484,Panel,No,0.0,0.0,0.0,0.0,-1495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110464,228140,0,Cash loans,M,Y,Y,1,202500.0,272520.0,21658.5,225000.0,Children,State servant,Secondary / secondary special,Married,House / apartment,0.072508,-19744,-1864,-2658.0,-3302,3.0,1,1,0,1,1,0,Laborers,3.0,1,1,WEDNESDAY,11,0,1,1,0,0,0,Military,,0.7106012505752076,0.5352762504724826,0.2433,0.1279,0.9816,0.7484,0.154,0.4,0.1724,0.4583,0.5,0.0,0.1984,0.1399,0.0,0.0,0.2479,0.1327,0.9816,0.7583,0.1554,0.4028,0.1724,0.4583,0.5,0.0,0.2167,0.1457,0.0,0.0,0.2457,0.1279,0.9816,0.7518,0.155,0.4,0.1724,0.4583,0.5,0.0,0.2018,0.1424,0.0,0.0,reg oper account,block of flats,0.1942,Panel,No,1.0,0.0,1.0,0.0,-1152.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
295306,442129,0,Cash loans,M,N,N,0,135000.0,258709.5,25717.5,234000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-13979,-3947,-8093.0,-4766,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,1,1,1,Construction,,0.5899750502233863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
18423,121491,0,Cash loans,F,N,N,0,103500.0,513531.0,19161.0,459000.0,,Working,Secondary / secondary special,Married,House / apartment,0.01885,-17968,-190,-8956.0,-1516,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Trade: type 3,0.5022193124478296,0.6783013393694673,0.2314393514998941,0.068,0.0734,0.9881,0.8368,0.0285,0.0,0.1724,0.1667,0.125,0.0252,0.0546,0.0716,0.0039,0.0105,0.0693,0.0762,0.9881,0.8432,0.0288,0.0,0.1724,0.1667,0.125,0.0258,0.0597,0.0746,0.0039,0.0111,0.0687,0.0734,0.9881,0.8390000000000001,0.0287,0.0,0.1724,0.1667,0.125,0.0257,0.0556,0.0729,0.0039,0.0107,reg oper account,block of flats,0.0742,Panel,No,6.0,1.0,6.0,1.0,-76.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
269361,412160,0,Cash loans,F,N,N,1,85500.0,781920.0,42547.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.002134,-10835,-221,-4866.0,-576,,1,1,0,1,0,0,Accountants,3.0,3,3,FRIDAY,9,0,0,0,0,0,0,Construction,,0.7240610228691895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-2505.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
137593,259576,0,Cash loans,M,N,Y,0,180000.0,239850.0,25830.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010556,-12592,-2404,-6681.0,-451,,1,1,0,1,0,0,Low-skill Laborers,1.0,3,3,SUNDAY,9,0,0,0,0,0,0,Trade: type 7,,0.4700627467243987,0.2735646775174348,0.0928,0.0842,0.9796,0.7212,0.012,0.0,0.2069,0.1667,0.0417,0.0798,0.0756,0.0875,0.0,0.0,0.0945,0.0874,0.9796,0.7321,0.0121,0.0,0.2069,0.1667,0.0417,0.0816,0.0826,0.0912,0.0,0.0,0.0937,0.0842,0.9796,0.7249,0.0121,0.0,0.2069,0.1667,0.0417,0.0812,0.077,0.0891,0.0,0.0,reg oper account,block of flats,,,No,0.0,0.0,0.0,0.0,-2052.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
42675,149403,0,Cash loans,M,N,Y,1,135000.0,339241.5,12312.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-14709,-2178,-2450.0,-4845,,1,1,0,1,0,0,Drivers,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.4401841820717867,0.1684528482700877,,0.0825,0.0809,0.9742,0.6464,0.0077,0.0,0.1379,0.1667,0.2083,0.0893,0.0672,0.0639,0.0,0.0,0.084,0.084,0.9742,0.6602,0.0078,0.0,0.1379,0.1667,0.2083,0.0913,0.0735,0.0666,0.0,0.0,0.0833,0.0809,0.9742,0.6511,0.0078,0.0,0.1379,0.1667,0.2083,0.0908,0.0684,0.065,0.0,0.0,reg oper account,block of flats,0.0545,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
78882,191440,0,Cash loans,F,N,Y,1,171000.0,495000.0,30411.0,495000.0,Family,Commercial associate,Higher education,Married,With parents,0.003069,-11050,-1707,-780.0,-3411,,1,1,0,1,0,0,Core staff,3.0,3,3,SUNDAY,16,0,0,0,1,1,0,Trade: type 7,,0.7088262207120956,0.5531646987710016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-649.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
203746,336208,0,Cash loans,F,N,Y,1,112500.0,754740.0,24345.0,630000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-17476,-497,-2093.0,-1026,,1,1,0,1,0,0,Cooking staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Medicine,,0.5974651320774903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-436.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
135074,256657,0,Cash loans,F,N,Y,0,135000.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-19229,-12059,-10898.0,-2760,,1,1,1,1,0,0,Medicine staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Medicine,0.6327679280297649,0.0819928534246373,0.2188590822283744,0.0825,0.0703,0.9771,0.6872,0.03,0.0,0.1379,0.1667,0.2083,0.1101,0.0672,0.0701,0.0,0.0,0.084,0.073,0.9772,0.6994,0.0303,0.0,0.1379,0.1667,0.2083,0.1126,0.0735,0.073,0.0,0.0,0.0833,0.0703,0.9771,0.6914,0.0302,0.0,0.1379,0.1667,0.2083,0.112,0.0684,0.0714,0.0,0.0,,block of flats,0.0716,Panel,No,5.0,1.0,5.0,0.0,-64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,5.0,4.0
275624,419403,0,Cash loans,M,Y,Y,1,135000.0,225000.0,17905.5,225000.0,Unaccompanied,Commercial associate,Higher education,Married,Rented apartment,0.026392,-9390,-405,-3919.0,-2074,6.0,1,1,0,1,0,0,,3.0,2,2,SUNDAY,21,0,0,0,0,1,1,Business Entity Type 3,0.1671354999316654,0.2513911181573448,0.4311917977993083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-708.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
145049,268191,0,Cash loans,F,N,Y,0,112500.0,959017.5,40761.0,787500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-19415,-5211,-8358.0,-2941,,1,1,0,1,0,0,Security staff,2.0,3,3,THURSDAY,8,0,0,0,0,1,1,Housing,,0.3742893730195169,,0.0278,,0.9851,,,,0.1034,0.0833,,,,0.0231,,,0.0284,,0.9851,,,,0.1034,0.0833,,,,0.0241,,,0.0281,,0.9851,,,,0.1034,0.0833,,,,0.0235,,,,block of flats,0.0182,"Stone, brick",No,2.0,0.0,2.0,0.0,-1722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
136214,257998,0,Cash loans,F,N,Y,0,135000.0,72981.0,7987.5,63000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.009334,-8532,-575,-8496.0,-1203,,1,1,0,1,0,1,Laborers,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Industry: type 7,0.295729073378068,0.5368854992469603,0.4014074137749511,0.0557,0.0437,0.9692,0.5784,0.0222,0.0,0.1379,0.1042,0.1458,0.0568,0.0454,0.0513,0.0,0.0,0.0084,0.0,0.9613,0.4904,0.0033,0.0,0.069,0.0417,0.0833,0.0309,0.0073,0.0126,0.0,0.0,0.0562,0.0437,0.9692,0.584,0.0224,0.0,0.1379,0.1042,0.1458,0.0578,0.0462,0.0522,0.0,0.0,reg oper account,block of flats,0.0774,Wooden,No,0.0,0.0,0.0,0.0,-588.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,4.0
297061,444163,0,Cash loans,F,N,Y,0,157500.0,521280.0,28408.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020713,-15337,-5448,-1716.0,-4415,,1,1,0,1,0,0,Sales staff,1.0,3,1,MONDAY,12,0,0,0,0,0,0,Trade: type 7,0.6517883574248231,0.5011553964481071,,0.2216,0.2262,0.9727,,,0.0,0.3793,0.1667,,0.1152,,0.1757,,0.012,0.2258,0.2347,0.9727,,,0.0,0.3793,0.1667,,0.1179,,0.183,,0.0127,0.2238,0.2262,0.9727,,,0.0,0.3793,0.1667,,0.1172,,0.1788,,0.0122,,block of flats,0.1408,"Stone, brick",No,0.0,0.0,0.0,0.0,-469.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
299601,447090,0,Revolving loans,M,N,N,1,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009549,-15752,-1775,-8131.0,-2034,,1,1,0,1,0,0,Managers,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Security,0.7757532607432976,0.3712318942074819,0.5513812618027899,0.1237,0.1018,0.9786,0.7076,0.0417,0.0,0.2069,0.1667,0.2083,0.0938,0.1009,0.1053,0.0,0.0,0.1261,0.1056,0.9786,0.7190000000000001,0.042,0.0,0.2069,0.1667,0.2083,0.0959,0.1102,0.1097,0.0,0.0,0.1249,0.1018,0.9786,0.7115,0.0419,0.0,0.2069,0.1667,0.2083,0.0954,0.1026,0.1072,0.0,0.0,reg oper account,block of flats,0.0881,"Stone, brick",No,6.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
232600,369410,1,Cash loans,M,N,Y,0,202500.0,438493.5,23917.5,333000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-12248,-930,-6314.0,-4310,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.037125598446492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-837.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
268624,411298,0,Cash loans,M,N,Y,0,225000.0,2013840.0,55507.5,1800000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.018634,-8921,-1158,-6224.0,-734,,1,1,1,1,0,0,Drivers,2.0,2,2,THURSDAY,13,1,1,0,1,1,1,Trade: type 2,0.2754443969024579,0.6719609180998897,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
158482,283728,0,Cash loans,F,N,Y,1,270000.0,225000.0,23755.5,225000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-9791,-1546,-7283.0,-2136,,1,1,1,1,1,0,,3.0,1,1,FRIDAY,16,0,0,0,0,0,0,Self-employed,0.6425118500105713,0.6212223513855666,0.3523399726917038,0.2588,0.1116,0.9891,,,0.24,0.1034,0.6667,,0.0442,,0.1538,,0.1502,0.2637,0.1158,0.9891,,,0.2417,0.1034,0.6667,,0.0452,,0.155,,0.159,0.2613,0.1116,0.9891,,,0.24,0.1034,0.6667,,0.045,,0.1566,,0.1534,,block of flats,0.2093,Panel,No,0.0,0.0,0.0,0.0,-1177.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
39595,145841,1,Cash loans,M,Y,Y,3,157500.0,625536.0,26424.0,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12094,-1553,-1860.0,-1872,9.0,1,1,1,1,1,0,Laborers,5.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,,0.688745301112088,0.4382813743111921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-905.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
